11,2647 0.290454266301,p2699 0.273864524179,232 0.260592705583,74 0.260592705583,2782 0.258426031172,p1923 0.22417074445,795 0.223865520858,1142 0.221011360039,920 0.218099322965,1835 0.198524367149,198 0.197902248216,651 0.190740398237,3171 0.185084574482,1138 0.183392167621,3148 0.182144025227,2267 0.180507586931,1860 0.175996126403,2717 0.173923818787,p2906 0.169867404337,p2956 0.164014540775,762 0.151184803988,81 0.149037443903,p1043 0.147936525076,p3150 0.147505610263,1872 0.14735065059,1102 0.145463636788,463 0.142143270339,1466 0.141053751708,p2527 0.140472761603,628 0.137447193137,p1358 0.130255570261,p2923 0.128772825179,p2316 0.128345786378,2320 0.127592171033,265 0.127468670353,p2246 0.127431191748,2198 0.118873324647,2003 0.117333987438,2081 0.11702253109,1861 0.114651335755,249 0.11227534122,2954 0.111997010572,3080 0.11106781459,3077 0.10766801042,2787 0.103283908801,1642 0.102321032042,3127 0.101329961048,1903 0.100835026066,2815 0.100186196402,2814 0.100157240626,2091 0.0989949049181,2898 0.0977950832363,2295 0.096339875352,731 0.0962750244249,2593 0.0956659800488,2034 0.0946560646941,p2716 0.0926734283768,1552 0.0909434155046,2705 0.0894727871295,2938 0.089387110391,724 0.0881797468719,2208 0.0878023187129,2542 0.0862659189828,1223 0.0796541076032,3027 0.0793451138395,2661 0.0790491217965,2826 0.078802135937,1627 0.0779998927256,1676 0.0778395914579,2398 0.0777436381654,3026 0.0777357034081,3123 0.0768466234352,p1306 0.0762238452463,1472 0.0759611050932,3101 0.0750921203771,1852 0.0744923996755,1459 0.0739836705473,1788 0.0733896662988,2867 0.0725649013943,1641 0.0710166326281,689 0.0698679972815,755 0.0696399132698,1720 0.0693606997062,367 0.0689624639876,1496 0.0688259022996,2603 0.0685164592467,2560 0.068380014937,1425 0.0683781156505,3189 0.0678537611864,1713 0.0673893273155,281 0.0667890136781,1678 0.0659527292658,2708 0.065024996679,1769 0.0633252680011,111 0.0622452831617,1467 0.06151852182,2489 0.0613893037942,479 0.0612685706786,p1188 0.0607528107019,2345 0.0597933651641
12,1461 0.322658177465,p3127 0.260031395412,25 0.17804321907,p2246 0.164173669929,2796 0.160039022205,1069 0.154042076434,652 0.153090426145,18 0.143550906615,3068 0.137348362941,651 0.132602533375,1755 0.131463707893,795 0.123981912082,1930 0.122859606717,1226 0.118945221537,2867 0.118693424712,2069 0.117469620894,987 0.117005208335,1247 0.115681062413,1728 0.109592739026,238 0.109464486211,2111 0.108933754428,2372 0.107449806343,2482 0.105754636911,2840 0.105531725475,1462 0.105112039567,1050 0.104694667156,2151 0.101068097201,597 0.099303616923,p2080 0.0990975874032,3196 0.0971811700096,2379 0.0959327681641,1751 0.0957075322004,1923 0.0951609560859,2597 0.0944127814912,2319 0.0944022419528,3137 0.0934317301425,1951 0.0931608003549,2320 0.091680824187,1750 0.0915954331639,2317 0.0911439171413,2621 0.0910227652883,2138 0.0904131719036,p2629 0.0900342986093,3174 0.0899641177106,2950 0.0892259914003,2424 0.0891692958338,1752 0.0886883013696,2522 0.0880290781765,239 0.0880026231802,2777 0.0876205730867,2374 0.0874482178933,2624 0.0869293548197,2740 0.085214791513,2632 0.0842442781292,2378 0.0837380085527,3025 0.0825378164849,2972 0.0807997180938,1236 0.080569467543,1360 0.0804327719748,1680 0.0800677049311,2358 0.0794306813703,633 0.0780476041822,322 0.0770786361426,2541 0.0770448661406,2184 0.0767687575683,3141 0.0767359267566,1747 0.0765636236301,1324 0.0765149782778,2818 0.0757495445558,2036 0.0749357713599,2297 0.0737938861541,643 0.0735529849107,3006 0.0717039139775,1472 0.0705401016236,1892 0.0704476497697,856 0.0693565214039,3002 0.0687592699694,2868 0.0680341630741,2095 0.0673751905855,3105 0.0670116080334,2582 0.0663044815121,1097 0.0655734951223,3028 0.0652225996647,2542 0.0651749220341,1657 0.0649755195801,2365 0.0640993158311,2625 0.0640147965132,1464 0.0638866332239,3026 0.0638711575334,2689 0.0635505875397,3050 0.0629066001356,2357 0.0628090569934,2535 0.0625842546101,1877 0.0620896704957,2995 0.061570475988,2407 0.061535241654,1647 0.061340014651,2920 0.0605566323859,2690 0.0599971687904,2219 0.0596743453068
13,195 0.5,p1795 0.261151199127,164 0.214605686167,p1947 0.208683910978,p2495 0.208643959602,117 0.188574326584,267 0.185536660995,797 0.181247434824,333 0.180523920683,149 0.172209744641,2748 0.162608853685,2559 0.15900090742,230 0.157448116209,2464 0.154847893336,2491 0.152122348795,1901 0.151737107342,2611 0.15065204639,1886 0.142969577128,1289 0.138413381094,2537 0.134754595721,1275 0.133583283287,2904 0.131768464404,3054 0.130322239741,2944 0.129513589835,1064 0.126336156811,3080 0.125992258085,2508 0.125174157171,p2897 0.123720650269,3171 0.123323713869,1969 0.122465928358,1187 0.12200718826,2374 0.121174191885,2680 0.119959558147,31 0.11796956864,66 0.115724990233,2964 0.115386389699,1195 0.11446289194,2253 0.113484533867,p1231 0.113180322002,2133 0.113132882142,2835 0.1124253644,1564 0.107300297878,2524 0.106609758768,1708 0.106118116094,2929 0.104859685482,93 0.103757313902,3083 0.103391861018,2856 0.102424383379,p1807 0.101197716224,1414 0.100511436608,2033 0.0979193942609,p1223 0.0977397744637,2616 0.0973828738304,2736 0.097161541024,2745 0.095320265862,1352 0.0952417093174,2858 0.0945756421995,2533 0.0942145687208,1232 0.0936095452945,1065 0.0931712289387,2586 0.0928291356693,1204 0.0909402658698,1992 0.0901123021535,1234 0.0894835185916,2530 0.0892695659198,2645 0.0891879486383,1651 0.0881438349958,2701 0.0879622045694,2836 0.0878535393906,1542 0.0869136555109,2126 0.0864780293708,2411 0.0864506746667,2433 0.0850519297569,2716 0.0849562260175,1369 0.0834184124095,3005 0.0832708905839,124 0.0830238695798,2078 0.0823517526737,598 0.0820568787636,1226 0.0811751910268,2552 0.080577408295,2423 0.0802736496735,2834 0.0801630124341,693 0.0799902586312,794 0.0798719272082,1756 0.0794331944989,1429 0.079151462395,2389 0.0785441371026,3129 0.0780301163339,2863 0.0778617817931,2290 0.0778107140044,2892 0.0776877952541,3167 0.0776250930367,2569 0.0767640266946,2711 0.0763374492616,2107 0.0761825213404,1655 0.0758317135624,3154 0.0754612813385,1270 0.0749281202085,1786 0.0745477541054
14,307 0.22586315854,p862 0.169402780156,2964 0.156874675026,853 0.151850188721,270 0.151103298289,132 0.150124093973,p2397 0.144490979286,89 0.141228805661,p2348 0.134295778496,p2563 0.133536305825,701 0.128685499806,662 0.128685499806,841 0.128685499806,507 0.126024749691,p776 0.121783751239,3058 0.120238937147,2674 0.118312270739,3131 0.118148697824,2976 0.112442094035,p3075 0.111043489443,622 0.110830080992,1191 0.11062506447,2900 0.107614051849,3112 0.107119815117,2819 0.104192904241,22 0.101266825928,2797 0.0984322432201,3164 0.095172448197,3085 0.0947099528351,3169 0.0938434407014,3087 0.0931025568548,1483 0.092973182064,2890 0.0921170970663,p2716 0.0903126413972,1873 0.0899674983107,2691 0.0892359806231,371 0.0891218213499,p2272 0.0886943781558,p856 0.0883070466409,3017 0.0872061778982,p1724 0.0869639424269,2863 0.0862530197016,2289 0.0856639964138,2725 0.0854080025636,3067 0.0852351221678,49 0.0849863091773,2812 0.0849100832392,2816 0.0845578463092,2834 0.0835763800468,1952 0.0832497724037,3156 0.0832372093247,p860 0.082636395485,p2017 0.0816718059674,p857 0.0810429617325,p2337 0.0808410145211,2689 0.0805791468872,2959 0.0804249466328,3033 0.0787808983631,2965 0.0782962929732,3037 0.0779506963059,1831 0.0774563225067,1795 0.0773514823576,2450 0.0763893596194,p2679 0.0762042108647,3011 0.0758317570679,3171 0.075479441135,2522 0.0754354563983,1752 0.0751190482826,2748 0.0747254165369,1961 0.0746303998275,2663 0.0744542562823,2324 0.0741094858921,3151 0.0738134856898,p2146 0.0735297774893,2481 0.0735276706609,2650 0.0734169644795,2902 0.0732094647609,2181 0.0725310555647,2406 0.0723740816411,1342 0.0722410828102,1905 0.0717896376414,2997 0.0707461272036,2586 0.0706384736752,1566 0.0701320806375,2973 0.0700460292572,2263 0.0697995629425,2524 0.069544478455,3103 0.0693551869533,3057 0.0691789437171,2963 0.0690284474261,2227 0.0689101804611,804 0.068377892417,2257 0.0683015983146,2221 0.0676339908664,2931 0.0673853664677,3168 0.0670639916317,1660 0.0667583557911,3132 0.066725701165,822 0.0665134912468,3006 0.0665049794687
15,2464 0.280130379148,2611 0.272539806422,1795 0.233189241884,2964 0.208741833026,p1231 0.204750906399,2133 0.204665084463,307 0.204300913866,2835 0.203385136709,820 0.194912985666,p1947 0.182904325488,3125 0.179490161585,2616 0.176172247365,p2495 0.174353497577,p2701 0.171736386302,2944 0.169550838269,1807 0.168580178423,3054 0.165262515419,2388 0.159592252151,2836 0.158933032726,2195 0.158262433094,2411 0.15639515495,2877 0.151409856356,2904 0.148417062172,693 0.144707822598,1737 0.142236332195,2290 0.140764878012,3069 0.134239458165,2897 0.131035326626,1658 0.129682056858,1223 0.129077715468,89 0.127746261264,3080 0.12743390249,2716 0.125872949302,2929 0.123672370896,2134 0.12262114742,2537 0.122474850649,2969 0.121414094649,1886 0.119532102321,2344 0.117597717994,2923 0.115714760016,2253 0.114783060822,1676 0.114145234924,507 0.113993675188,776 0.110157547752,2188 0.109667152185,2680 0.109028036405,2579 0.108844764192,2142 0.106740338884,2570 0.105767080597,2812 0.102002887755,1951 0.101685876696,3018 0.100607798693,1191 0.100064135797,2953 0.0979872733502,p2685 0.0978159439166,1195 0.096989336776,1564 0.0958114502243,2903 0.0956955487205,2858 0.0956578074651,2000 0.0933364936193,2715 0.0915811975987,2015 0.0909423791406,1719 0.0905519454839,3002 0.0903506083154,104 0.0902553340405,2574 0.0890969726615,3020 0.0886327009669,3029 0.0885436911854,2477 0.0867640393218,1410 0.0863736251242,2433 0.0860251216064,2699 0.0837632113126,1808 0.0824501522559,p2880 0.0821680242506,2451 0.0799336926265,2321 0.079276621243,1548 0.0788523935606,2883 0.077903643924,1981 0.077156348488,1838 0.077156348488,1760 0.077156348488,1974 0.075873310285,1710 0.0758541047984,2943 0.0754436849565,658 0.0739596692997,1762 0.0737229593584,2940 0.0729237181299,2423 0.0716785968176,2512 0.0712162208022,3053 0.0711536494153,1798 0.0708150757601,2722 0.0701010600721,2332 0.0699044566029,2029 0.0694770726916,2336 0.0689346797212,1961 0.0675057365951,2827 0.0666819985092,3118 0.0666214384475,1995 0.0653268265167,1720 0.0649542896658
16,394 0.252728011469,307 0.214272606152,525 0.195965138814,107 0.183005791109,1461 0.176727162161,43 0.169261670014,395 0.168045582597,296 0.156485063683,1136 0.148353937617,412 0.146434518694,2080 0.144304317383,3141 0.14273292001,89 0.133981409134,1076 0.12712493909,428 0.12712493909,243 0.125397933752,269 0.123115824674,507 0.119557575173,776 0.115534210775,2522 0.112890008491,1846 0.112200731998,225 0.111616931594,416 0.111283242801,2432 0.110953502735,1750 0.109796733981,2168 0.109118894687,p2378 0.108309188307,2740 0.107172527342,1191 0.104948151009,2438 0.104162347442,786 0.104142127601,1058 0.103908763367,69 0.103437897403,2217 0.103177366184,2407 0.102567190443,2009 0.100759183908,409 0.100406004732,25 0.0975182872957,p3148 0.0954699214173,2345 0.0952127510834,2320 0.0944688712377,792 0.0938184140422,1484 0.09276002546,1786 0.0913817226292,1736 0.0904612048975,p1854 0.090019213544,p2376 0.0884014310366,3021 0.0880090706988,3127 0.0877113321798,2796 0.087656982543,p1749 0.0869912887278,2482 0.0866212448125,2574 0.0861470108005,1950 0.0854018518791,3157 0.08495847765,1069 0.084372320068,2477 0.0838913198649,652 0.0838510797376,1135 0.0833322649798,2890 0.0825572976693,82 0.082522328625,2949 0.0818418010436,2379 0.08171424908,1922 0.0811154254725,3119 0.080619122191,1210 0.0805127085505,p3073 0.0800488077785,1199 0.0797605029368,1753 0.0791280128313,2777 0.0790578386061,18 0.0786260697035,2629 0.078409610938,1698 0.0771788996841,2999 0.0767642169038,2424 0.0766432943749,1541 0.0754068801344,3068 0.075228796619,1324 0.0750537696869,3049 0.0739741119199,2950 0.0730830029819,p2342 0.0730266236118,651 0.0726293987116,1755 0.0720056383065,980 0.0719531925578,2184 0.0714542328185,2794 0.0714276412825,2128 0.0708999960548,2188 0.0708819225853,1961 0.0708006138432,1928 0.0693993247648,2688 0.0693067314107,2266 0.0688071136534,1152 0.0683810769787,1517 0.0683234262095,2396 0.0680594481623,795 0.06790768997,2920 0.0674527511746,2273 0.0671554965351,2750 0.0666074960044,2371 0.0665575235364
17,195 0.5,1795 0.261151199127,1658 0.247341697762,p2495 0.208643959602,p1223 0.205446333817,91 0.194764700081,2079 0.191383097401,797 0.181247434824,333 0.180523920683,p1947 0.173275666513,35 0.172972439235,593 0.162220180223,230 0.157448116209,2491 0.156637204106,2464 0.154847893336,2748 0.151674427852,2611 0.15065204639,2253 0.148774154522,210 0.145450670804,p1134 0.143790801754,1289 0.138413381094,1757 0.137951676155,1275 0.133583283287,2904 0.131768464404,3054 0.130322239741,1064 0.126336156811,3080 0.125992258085,2897 0.123720650269,1187 0.12200718826,31 0.11796956864,66 0.115724990233,2964 0.115386389699,p1231 0.113180322002,2133 0.113132882142,1676 0.112615727969,2835 0.1124253644,3171 0.112278953073,1154 0.111967018725,1402 0.111554290761,79 0.110258282291,1564 0.107300297878,1523 0.106773874063,406 0.106704265981,2929 0.104859685482,252 0.104272454025,93 0.103757313902,p1807 0.101197716224,1414 0.100511436608,2616 0.0973828738304,1886 0.096715539465,3005 0.0958559111954,2858 0.0945756421995,2533 0.0942145687208,1783 0.0938120015486,1232 0.0936095452945,1065 0.0931712289387,p2586 0.0928291356693,537 0.0927024271169,2138 0.0918724764783,1204 0.0909402658698,1992 0.0901123021535,2701 0.0879622045694,2836 0.0878535393906,2117 0.0874533399517,1387 0.0874136771144,1389 0.0866789682249,2411 0.0864506746667,2433 0.0850519297569,3115 0.0834564981814,124 0.0830238695798,1168 0.0821104437459,2944 0.0820300807881,2552 0.080577408295,1029 0.0805661053997,1852 0.0803908007029,2423 0.0802736496735,2834 0.0801630124341,693 0.0799902586312,1756 0.0794331944989,1542 0.0791297467648,123 0.0790754743649,1062 0.0786641527279,p2290 0.0778107140044,1392 0.0762176260451,2107 0.0761825213404,1655 0.0758317135624,1786 0.0745477541054,2871 0.0738394929746,3130 0.0729358082123,3150 0.0708159445204,3053 0.0703486967412,1362 0.0701297828082,2134 0.0677813895589,2537 0.0677005209762,1162 0.067609422457,1183 0.0675636604228,2527 0.067149419331,2969 0.0671141660355,2246 0.0664289555059,1167 0.0663747132164
18,195 0.301511344578,2138 0.172950073278,249 0.156117641593,1795 0.148664399276,1852 0.148516607014,392 0.144813558217,763 0.13648744387,1988 0.135132387553,1142 0.133274864665,2495 0.132124310239,920 0.131518840237,2661 0.129065576091,p2685 0.126519628119,11 0.123670668967,14 0.123284760619,3075 0.118941531321,141 0.116877141948,651 0.115020787876,2156 0.111743977798,1138 0.110589638089,797 0.10929631555,333 0.108860020107,3110 0.108473477306,100 0.105435981552,2706 0.102388792299,2022 0.101837226705,2112 0.101392869605,3156 0.100295326601,2714 0.099731840266,2085 0.0981093772043,1310 0.0980797874457,2266 0.097327045735,2896 0.0969568960052,799 0.0960571920407,82 0.0955840891534,230 0.0949447864391,p2175 0.0938530370688,2411 0.0927451254612,762 0.0911678670601,950 0.089387356992,p1811 0.0893255087193,1223 0.0883678412527,1102 0.0877178734303,463 0.0857156171251,1163 0.0851129476307,1466 0.0850586126701,1923 0.0838447041742,1289 0.0834664092826,3127 0.0833612288657,628 0.0828837760222,2551 0.0827866905478,2570 0.0808300669315,1275 0.080553750714,2567 0.0804231498477,2921 0.0803133696824,1548 0.0788523935606,1463 0.0781177453246,2658 0.0771948240252,2644 0.0771420507189,3148 0.0764973552532,1665 0.0764888019148,1064 0.0761835690177,1159 0.0757491411695,205 0.0747217002608,2298 0.0746358141773,2785 0.0745118699836,637 0.0738526763736,2897 0.0737629799667,303 0.0737397019253,1187 0.0735731027611,2659 0.073330094181,1947 0.0731104927108,2904 0.0721392896189,2929 0.0716592272045,2717 0.0715787287786,1826 0.0711816604639,31 0.0711383265201,3066 0.0701942442649,66 0.0697847948126,2645 0.0696631949932,2939 0.0691411619796,2034 0.0685271695868,1425 0.0682991965158,670 0.0679641252307,1389 0.0666339355144,2767 0.0666074953432,1541 0.0664639042975,1367 0.0663972795762,2064 0.0659621670503,1603 0.0657521488782,3080 0.065376385348,3171 0.0653296131847,243 0.0652046058011,1807 0.0651479024181,2723 0.0651467501387,2886 0.0648461709469,2579 0.0645468928623,3005 0.0626113615733,3093 0.0625902363695,93 0.0625680144488
19,392 0.339617897848,270 0.320538500639,p141 0.274101194278,p3075 0.195519939454,p2973 0.19438544078,371 0.189055932685,2725 0.181177733341,1952 0.176599435797,p2266 0.164916176978,p1601 0.162522157579,1795 0.161617768868,2685 0.160693441825,2557 0.16029099856,1367 0.155715423267,1342 0.153246478606,p950 0.151462741666,p3156 0.150539939673,2570 0.145439274545,804 0.145051414234,1302 0.142305032179,1660 0.141615858242,1957 0.139405037954,2830 0.137908725017,1158 0.134873503336,1569 0.131935593033,2952 0.130635182801,2838 0.129453081222,1828 0.125934696304,2007 0.125683400283,1468 0.122257198381,2182 0.121413954206,2114 0.12094360352,2433 0.118292300481,1262 0.116663906307,2417 0.115606237224,2785 0.115571698044,p2714 0.115292837342,1851 0.11275940503,2895 0.11256669944,2325 0.110664061298,2700 0.110219485462,2896 0.106284754033,1374 0.106216737102,3061 0.103835257368,3059 0.103372286636,2226 0.102808783232,2289 0.101015086919,2647 0.0997821573011,1658 0.0983482866011,2942 0.0970882658171,2727 0.09308373394,1551 0.0915661526911,1380 0.0915505956314,1953 0.0913454531075,2080 0.0902492292988,2723 0.088728102391,1873 0.088398604565,1846 0.0883290719714,2505 0.0883034356557,1811 0.0881967568997,2362 0.0872921938122,2272 0.0871476856526,2865 0.0867873517746,1122 0.0858302458674,2630 0.0856616827688,1796 0.0848814411844,2195 0.0842022741359,3044 0.0834078406044,2863 0.0828983107323,3166 0.0822716112734,2342 0.0819637368349,3073 0.0816462640751,2401 0.0814928820931,2851 0.0811821373284,2175 0.0810293919657,2267 0.0806785156334,1200 0.0792047204389,1960 0.079152487203,2490 0.0777689091463,1471 0.0777102694744,2273 0.0776891182768,2222 0.0771037795083,2514 0.0770745356845,2903 0.0769636368313,1619 0.0768205325121,2691 0.076131042183,1613 0.0758812371007,2950 0.0758543915793,2692 0.0757877170348,3006 0.075776847021,1536 0.0757680541364,320 0.0755138123293,1529 0.0752554527338,1008 0.0744011805439,2767 0.0743104377892,2884 0.0736446359604,3151 0.0730824810655,2283 0.0730193445187,2146 0.0727384862218,1341 0.0722046196313
20,349 0.263629031169,496 0.223162092845,p2695 0.208947530874,315 0.208137865563,285 0.208137865563,936 0.206996636027,511 0.206996636027,777 0.206996636027,256 0.206996636027,301 0.206996636027,956 0.19822644138,2442 0.19747499066,2506 0.195965442705,270 0.185062989629,2199 0.183498060074,751 0.180096977679,955 0.176842090838,2769 0.173241354947,p2986 0.173036799656,p1563 0.167770159223,2780 0.149158239445,2524 0.146503891613,2630 0.142531565856,749 0.142270441684,2405 0.14191291557,635 0.137786378102,1963 0.133991158506,1457 0.133895043186,2161 0.132420173473,661 0.127465258173,1151 0.127388001296,2461 0.125735405886,2934 0.12246322164,896 0.12115193038,2778 0.119589620613,2490 0.119325534235,2790 0.118776596546,2758 0.116419188237,2133 0.1153446793,1153 0.113086950996,2752 0.112297834646,2430 0.111498047652,70 0.110405518038,1983 0.10934822515,371 0.109151493627,1481 0.108123787448,2172 0.104837511502,2725 0.104603013116,2335 0.102786798157,660 0.102290044411,1952 0.101959731796,2484 0.101947418113,2824 0.0988932888377,2273 0.0980457174214,1787 0.0959567619023,1501 0.0952574257351,828 0.0934997034028,1504 0.0929906504017,1047 0.0929446973497,2766 0.092636972023,3176 0.0923714036445,2905 0.0909160102153,494 0.0903452301285,2281 0.0887243035828,1876 0.0886349216057,1342 0.0884768956756,2232 0.0872382567009,2167 0.0869817834417,2290 0.0868505343565,2134 0.0850962942318,1822 0.0841272368124,804 0.0837454730543,2877 0.0836133564587,2368 0.0830986618523,1707 0.0829172846804,2192 0.082401784824,2557 0.0823530531867,2081 0.0821466219986,3156 0.082125081207,2768 0.082037029387,1660 0.0817619538777,3152 0.0815473726941,1395 0.0801441937332,2453 0.0801284172904,2830 0.0796216395122,2888 0.0792142865934,2284 0.077597267489,1630 0.0774062290618,1924 0.0771287766902,856 0.0758741483763,1423 0.0744346268258,1791 0.0741298201333,3124 0.0734259446331,1886 0.0732420702344,1961 0.0727484644773,2007 0.0725633449863,2289 0.0714737813238,1683 0.0712174890586,2763 0.0707594285939,799 0.0704162218654
21,2743 0.198249202176,2337 0.188850030156,3007 0.177676358588,2325 0.174165125704,270 0.160269250319,955 0.15956926257,164 0.15174913597,2110 0.148101773027,p3018 0.139492314407,p2702 0.136721215719,3086 0.136370190944,117 0.133342185086,267 0.131194231148,876 0.12793156083,425 0.12793156083,346 0.125292186312,877 0.125292186312,883 0.125097657456,345 0.124218341326,3110 0.122823069494,149 0.121770678222,2997 0.119929657816,3184 0.117593078094,1496 0.116507374958,p2932 0.11496754632,2706 0.114459891632,1943 0.113537890936,2837 0.107952800013,2226 0.104881781034,2927 0.104598269102,1619 0.102427376683,1494 0.102068151096,895 0.10156764277,1658 0.100331344619,3162 0.0993544577907,2784 0.0950786310532,371 0.0945279663423,2251 0.0932973385354,2435 0.0913194160359,2645 0.0913114301185,2725 0.0905888666705,1659 0.0897057886236,2508 0.0885114953649,1952 0.0882997178984,p2703 0.0878350305507,1309 0.0874168110827,2986 0.0866247876164,1969 0.0865964884063,2950 0.0853737580961,2454 0.0848384033787,2936 0.0845094897577,2216 0.084339223369,3151 0.0833518965188,2169 0.0831865107221,2749 0.0826610825478,3070 0.0819900835577,2365 0.0816751652086,1650 0.0806341574137,3166 0.0796925234898,1110 0.0781028038047,2771 0.0780354843156,3131 0.0779871407015,2313 0.0779199370812,2389 0.0770558779945,p2189 0.0769357660811,1957 0.0766514032545,1342 0.076623239303,2903 0.0762319634226,2746 0.075956131903,3165 0.075512628267,1708 0.0750368394971,1462 0.0749543459186,3037 0.0744004910801,2766 0.0738175221069,2627 0.073800431073,804 0.072525707117,2955 0.0723350924795,2428 0.0714288636059,3163 0.0713498507655,2848 0.071022003846,1660 0.0708079291211,2855 0.0691065381608,2830 0.0689543625085,1899 0.0689075552349,2953 0.0688283436984,1491 0.0677760570381,2504 0.0676853868463,2828 0.0676384787293,1352 0.0673460585102,2081 0.0671071653391,2033 0.0671066880848,3118 0.0670901792512,2135 0.0669373494589,1706 0.0663712362879,2030 0.0661519520175,3055 0.0657598117327,2524 0.0648405577986,2772 0.064230222512,p2701 0.0641155707922,2695 0.0632644527481
22,p2473 0.384043667922,p2678 0.339251796495,p2441 0.336940213415,p2564 0.336940213415,p2638 0.336940213415,p2637 0.336940213415,p2384 0.335748243892,266 0.210034938293,p2751 0.194630038464,2004 0.174473862573,p2369 0.168541011479,87 0.162724401111,1915 0.159115357824,p2827 0.15650679927,2913 0.147396517374,270 0.121152165473,p2828 0.119317177459,p2829 0.118445458531,p2692 0.110306828122,2238 0.0992760709891,840 0.0992760709891,2924 0.0964434928918,439 0.0963280594905,2674 0.0954566658589,p2761 0.0931088664039,p2760 0.0931088664039,884 0.0916153236126,765 0.0916153236126,317 0.0894425715054,2687 0.0828111346292,88 0.0821608109489,1978 0.081495747125,2845 0.0796576701466,52 0.077377174843,371 0.0714564259664,2925 0.0708375895396,575 0.0696812336291,2693 0.0691952791472,2708 0.0690116456751,2367 0.0688554020663,2725 0.0684787465033,p3149 0.0680495927709,1014 0.0668207292726,1952 0.0667483126846,2111 0.0665039081503,2809 0.0650665684584,2341 0.0625054861569,2967 0.0617980415423,3151 0.0587074772899,492 0.0583551574271,2486 0.058026352991,1342 0.0579217245269,3082 0.0575344873525,2841 0.0565706533794,1867 0.0559049522713,2987 0.0552400366183,1697 0.0551789352008,2421 0.05489658457,804 0.0548242813402,2201 0.0541387621006,2788 0.0537209721887,1660 0.0535257632303,435 0.0534390011202,2325 0.0531496497017,2547 0.0526076103438,2825 0.052267553353,1181 0.0521998696116,2830 0.0521245985744,3171 0.0519738567126,2172 0.0505357751493,2188 0.0495670100899,2919 0.0490096111278,2402 0.0485957500894,1742 0.0477853862143,2007 0.0475038601541,2016 0.0474195480604,1623 0.0467835975754,2152 0.0463769920187,2918 0.0462430869683,671 0.0462333890571,1680 0.0457827410663,1397 0.0457026985665,2786 0.0456495362362,1658 0.0449064001713,2211 0.04445869057,2892 0.0440480561951,2771 0.0438198842449,2981 0.0437289247414,2417 0.0436950505291,1230 0.0436585925021,3111 0.0436329233708,2078 0.0432245724215,3049 0.0428889485533,1851 0.0426190490992,1551 0.0424187078867,1426 0.0422959659349,3197 0.0411324483538,2696 0.0409917468472,1145 0.0408900686451,2003 0.0408827378479
23,72 0.235501618098,270 0.226654947433,657 0.201919951943,1105 0.200347019725,p3137 0.184945940635,p3148 0.18477980071,793 0.178103473374,481 0.161789383761,88 0.161521928272,52 0.152117662187,627 0.14912158484,1153 0.135898305122,371 0.133682732025,1275 0.13017998807,1831 0.12905632589,2725 0.128112003845,2975 0.126966022162,1873 0.126566501119,1952 0.124874658606,830 0.124795677128,1431 0.122918682952,2630 0.122647857637,2406 0.122521489581,2276 0.120503446978,2081 0.113266852064,1745 0.112168293491,147 0.111417802237,3082 0.111346473942,p2578 0.111152642794,p2849 0.110966608096,2743 0.108648968631,1342 0.108361624215,2371 0.104629163098,804 0.102566838626,3166 0.101796760877,2834 0.101218741079,2934 0.100574574431,1660 0.100137533687,2766 0.099771811257,1411 0.0994349559565,1780 0.0990026642473,2830 0.0975161946443,2963 0.0971093920856,80 0.0966227886558,2032 0.0962341946314,2999 0.096187671333,69 0.0942308012237,3043 0.0939700492552,3124 0.0938323988842,2832 0.0917565788986,2576 0.0912917725511,3141 0.0911812866429,2454 0.0911018329618,2949 0.0899504273532,2373 0.0893518544437,2007 0.088871584623,1050 0.0883582907463,2155 0.088062119042,1224 0.0873824970809,2433 0.0873413705607,2169 0.0872951314771,3086 0.0867123947957,3037 0.0860686984307,2484 0.0855869703266,2890 0.0851756007525,1438 0.0851397172679,2295 0.0848695514036,2838 0.0842937124728,2900 0.0829834160388,1031 0.0823111240794,2417 0.0817459542889,2926 0.0814214910832,2216 0.0806197671465,2969 0.0803433020108,3025 0.0801444389105,2855 0.0799444964168,1851 0.0797329399396,857 0.0793498553464,2130 0.0792313853622,2574 0.0790200427601,2114 0.0787527438069,3156 0.0785345520761,2325 0.0782513081772,2477 0.0769509658122,2524 0.0767870336934,1374 0.0751065750803,1860 0.0742231607614,3061 0.0734226146114,2615 0.072866407614,2226 0.0726967877892,2816 0.0724882985751,1525 0.0724611391918,2596 0.0719261791261,2883 0.0713118422416,2647 0.070556640069,2685 0.0700540553064,2665 0.0697854909262,2954 0.0697684240887,3128 0.0695727178574,1658 0.0695427403737
